index,breathing_force
2137,322978304
2138,322994688
2139,322978304
2140,322970112
2141,322961920
2142,322994688
2143,322961920
2144,323011072
2145,323068416
2146,323084800
2147,323150336
2148,323199488
2149,323232256
2150,323281408
2151,323363328
2152,323281408
2153,323305984
2154,323183104
2155,323125760
2156,323092992
2157,323043840
2158,323011072
2159,322978304
2160,322945536
2161,322961920
2162,323011072
2163,323076608
2164,323166720
2165,323256832
2166,323387904
2167,323478016
2168,323568128
2169,323682816
2170,323838464
2171,323977728
2172,324133376
2173,324264448
2174,324428288
2175,324583936
2176,324731392
2177,324903424
2178,325026304
2179,325190144
2180,325313024
2181,325444096
2182,325517824
2183,325509632
2184,325468672
2185,325509632
2186,325509632
2187,325607936
2188,325648896
2189,325706240
2190,325804544
2191,325861888
2192,325927424
2193,325886464
2194,325837312
2195,325730816
2196,325607936
2197,325485056
2198,325370368
2199,325288448
2200,325190144
2201,325100032
2202,325034496
2203,324928000
2204,324796928
2205,324665856
2206,324592128
2207,324461056
2208,324329984
2209,324141568
2210,323912192
2211,323756544
2212,323617280
2213,323461632
2214,323396096
2215,323297792
2216,323215872
2217,323142144
2218,323125760
2219,323084800
2220,323035648
2221,322986496
2222,322970112
2223,322912768
2224,322912768
2225,322929152
2226,322961920
2227,322953728
2228,322994688
2229,323052032
2230,323002880
2231,323002880
2232,322929152
2233,322888192
2234,322871808
2235,322798080
2236,322839040
2237,322806272
2238,322814464
2239,322839040
2240,322880000
2241,322912768
2242,322920960
2243,322945536
2244,322945536
2245,322929152
2246,322945536
2247,322970112
2248,323011072
2249,323043840
2250,323101184
2251,323183104
2252,323117568
2253,323150336
2254,323068416
2255,323011072
2256,323011072
2257,322945536
2258,322961920
2259,322929152
2260,322912768
2261,322920960
2262,322986496
2263,323084800
2264,323183104
2265,323281408
2266,323412480
2267,323502592
2268,323576320
2269,323682816
2270,323797504
2271,323928576
2272,324059648
2273,324207104
2274,324370944
2275,324518400
2276,324674048
2277,324821504
2278,324968960
2279,325124608
2280,325272064
2281,325444096
2282,325599744
2283,325698048
2284,325829120
2285,325960192
2286,325960192
2287,326025728
2288,326058496
2289,326042112
2290,326074880
2291,326091264
2292,326124032
2293,326107648
2294,326050304
2295,325968384
2296,325845504
2297,325698048
2298,325509632
2299,325313024
2300,325157376
2301,324985344
2302,324796928
2303,324649472
2304,324493824
2305,324346368
2306,324207104
2307,324100608
2308,324018688
2309,323944960
2310,323895808
2311,323904000
2312,323846656
2313,323863040
2314,323863040
2315,323715584
2316,323650048
2317,323518976
2318,323437056
2319,323387904
2320,323330560
2321,323314176
2322,323273216
2323,323232256
2324,323232256
2325,323240448
2326,323248640
2327,323256832
2328,323240448
2329,323240448
2330,323224064
2331,323207680
2332,323207680
2333,323215872
2334,323224064
2335,323273216
2336,323305984
2337,323322368
2338,323355136
2339,323387904
2340,323453440
2341,323527168
2342,323617280
2343,323674624
2344,323699200
2345,323699200
2346,323641856
2347,323584512
2348,323486208
2349,323469824
2350,323412480
2351,323355136
2352,323379712
2353,323314176
2354,323305984
2355,323330560
2356,323371520
2357,323404288
2358,323387904
2359,323387904
2360,323396096
2361,323379712
2362,323363328
2363,323371520
2364,323371520
2365,323404288
2366,323437056
2367,323445248
2368,323428864
2369,323428864
2370,323478016
2371,323559936
2372,323617280
2373,323781120
2374,323887616
2375,323977728
2376,324051456
2377,324059648
2378,324125184
2379,324207104
2380,324264448
2381,324428288
2382,324518400
2383,324600320
2384,324747776
2385,324919808
2386,325034496
2387,325157376
2388,325280256
2389,325427712
2390,325534208
2391,325648896
2392,325755392
2393,325870080
2394,325960192
2395,326042112
2396,326115840
2397,326173184
2398,326197760
2399,326238720
2400,326238720
2401,326197760
2402,326156800
2403,326050304
2404,325894656
2405,325722624
2406,325435904
2407,325181952
2408,324977152
2409,324805120
2410,324755968
2411,324616704
2412,324493824
2413,324403712
2414,324313600
2415,324223488
2416,324116992
2417,324035072
2418,323953152
2419,323846656
2420,323764736
2421,323691008
2422,323633664
2423,323584512
2424,323543552
2425,323518976
2426,323478016
2427,323469824
2428,323461632
2429,323469824
2430,323502592
2431,323502592
2432,323584512
2433,323559936
2434,323518976
2435,323469824
2436,323363328
2437,323314176
2438,323281408
2439,323256832
2440,323265024
2441,323232256
2442,323215872
2443,323248640
2444,323273216
2445,323314176
2446,323314176
2447,323305984
2448,323314176
2449,323305984
2450,323289600
2451,323289600
2452,323305984
2453,323346944
2454,323387904
2455,323437056
2456,323486208
2457,323502592
2458,323551744
2459,323625472
2460,323699200
2461,323748352
2462,323789312
2463,323756544
2464,323715584
2465,323658240
2466,323535360
2467,323502592
2468,323453440
2469,323396096
2470,323379712
2471,323346944
2472,323297792
2473,323338752
2474,323396096
2475,323404288
2476,323404288
2477,323478016
2478,323551744
2479,323625472
2480,323740160
2481,323871232
2482,324010496
2483,324157952
2484,324305408
2485,324485632
2486,324608512
2487,324755968
2488,324911616
2489,325091840
2490,325247488
2491,325427712
2492,325550592
2493,325665280
2494,325788160
2495,325804544
2496,325870080
2497,325911040
2498,325968384
2499,326042112
2500,326074880
2501,326115840
2502,326164992
2503,326197760
2504,326164992
2505,326107648
2506,325992960
2507,325812736
2508,325607936
2509,325378560
2510,325190144
2511,325001728
2512,324846080
2513,324706816
2514,324575744
2515,324461056
2516,324370944
2517,324248064
2518,324207104
2519,324215296
2520,324059648
2521,323961344
2522,323813888
2523,323641856
2524,323551744
2525,323461632
2526,323387904
2527,323371520
2528,323314176
2529,323265024
2530,323273216
2531,323281408
2532,323248640
2533,323215872
2534,323207680
2535,323191296
2536,323158528
2537,323174912
2538,323232256
2539,323215872
2540,323256832
2541,323289600
2542,323305984
2543,323314176
2544,323346944
2545,323396096
2546,323461632
2547,323518976
2548,323535360
2549,323600896
2550,323592704
2551,323535360
2552,323478016
2553,323338752
2554,323297792
2555,323248640
2556,323183104
2557,323174912
2558,323133952
2559,323125760
2560,323158528
2561,323183104
2562,323207680
2563,323207680
2564,323215872
2565,323215872
2566,323166720
2567,323166720
2568,323166720
2569,323183104
2570,323224064
2571,323265024
2572,323289600
2573,323322368
2574,323396096
2575,323453440
2576,323502592
2577,323568128
2578,323576320
2579,323535360
2580,323494400
2581,323379712
2582,323338752
2583,323297792
2584,323224064
2585,323232256
2586,323183104
2587,323166720
2588,323199488
2589,323248640
2590,323346944
2591,323412480
2592,323510784
2593,323625472
2594,323707392
2595,323813888
2596,323936768
2597,324084224
2598,324256256
2599,324469248
2600,324633088
2601,324805120
2602,324993536
2603,325214720
2604,325370368
2605,325558784
2606,325755392
2607,325837312
2608,325976576
2609,326009344
2610,326066688
2611,326115840
2612,326156800
2613,326238720
2614,326255104
2615,326287872
2616,326353408
2617,326402560
2618,326394368
2619,326369792
2620,326296064
2621,326181376
2622,326017536
2623,325861888
2624,325698048
2625,325493248
2626,325272064
2627,325059072
2628,324854272
2629,324698624
2630,324592128
2631,324436480
2632,324362752
2633,324354560
2634,324207104
2635,324084224
2636,323920384
2637,323789312
2638,323707392
2639,323584512
2640,323576320
2641,323535360
2642,323469824
2643,323420672
2644,323437056
2645,323420672
2646,323396096
2647,323363328
2648,323355136
2649,323330560
2650,323305984
2651,323297792
2652,323297792
2653,323314176
2654,323338752
2655,323355136
2656,323396096
2657,323404288
2658,323445248
2659,323518976
2660,323592704
2661,323633664
2662,323691008
2663,323682816
2664,323650048
2665,323584512
2666,323478016
2667,323461632
2668,323396096
2669,323338752
2670,323363328
2671,323305984
2672,323305984
2673,323346944
2674,323371520
2675,323420672
2676,323396096
2677,323428864
2678,323404288
2679,323387904
2680,323379712
2681,323379712
2682,323412480
2683,323445248
2684,323486208
2685,323527168
2686,323535360
2687,323559936
2688,323625472
2689,323699200
2690,323781120
2691,323813888
2692,323863040
2693,323846656
2694,323813888
2695,323715584
2696,323584512
2697,323551744
2698,323494400
2699,323428864
2700,323437056
2701,323412480
2702,323510784
2703,323609088
2704,323772928
2705,323912192
2706,324026880
2707,324141568
2708,324272640
2709,324346368
2710,324452864
2711,324542976
2712,324665856
2713,324796928
2714,324911616
2715,325050880
2716,325157376
2717,325280256
2718,325435904
2719,325607936
2720,325714432
2721,325853696
2722,326001152
2723,326074880
2724,326156800
2725,326189568
2726,326205952
2727,326271488
2728,326287872
2729,326353408
2730,326386176
2731,326435328
2732,326484480
2733,326500864
2734,326509056
2735,326459904
2736,326345216
2737,326189568
2738,326009344
2739,325796352
2740,325599744
2741,325411328
2742,325255680
2743,325116416
2744,325001728
2745,324878848
2746,324764160
2747,324690432
2748,324583936
2749,324592128
2750,324510208
2751,324379136
2752,324223488
2753,324043264
2754,323944960
2755,323854848
2756,323756544
2757,323740160
2758,323650048
2759,323625472
2760,323568128
2761,323576320
2762,323551744
2763,323510784
2764,323494400
2765,323461632
2766,323428864
2767,323404288
2768,323387904
2769,323387904
2770,323412480
2771,323412480
2772,323445248
2773,323461632
2774,323502592
2775,323568128
2776,323600896
2777,323682816
2778,323625472
2779,323617280
2780,323543552
2781,323428864
2782,323404288
2783,323338752
2784,323281408
2785,323297792
2786,323240448
2787,323240448
2788,323256832
2789,323289600
2790,323314176
2791,323322368
2792,323314176
2793,323314176
2794,323281408
2795,323281408
2796,323281408
2797,323289600
2798,323330560
2799,323363328
2800,323387904
2801,323445248
2802,323510784
2803,323551744
2804,323600896
2805,323674624
2806,323617280
2807,323617280
2808,323502592
2809,323404288
2810,323379712
2811,323305984
2812,323273216
2813,323297792
2814,323338752
2815,323437056
2816,323592704
2817,323740160
2818,323887616
2819,324035072
2820,324190720
2821,324321792
2822,324420096
2823,324583936
2824,324706816
2825,324878848
2826,325034496
2827,325181952
2828,325353984
2829,325526016
2830,325624320
2831,325739008
2832,325870080
2833,325894656
2834,326009344
2835,326033920
2836,326066688
2837,326115840
2838,326164992
2839,326214144
2840,326279680
2841,326328832
2842,326361600
2843,326427136
2844,326484480
2845,326500864
2846,326492672
2847,326435328
2848,326337024
2849,326173184
2850,326017536
2851,325870080
2852,325739008
2853,325566976
2854,325329408
2855,325198336
2856,324968960
2857,324747776
2858,324542976
2859,324297216
2860,324141568
2861,324035072
2862,323928576
2863,323871232
2864,323764736
2865,323707392
2866,323666432
2867,323641856
2868,323600896
2869,323551744
2870,323518976
2871,323461632
2872,323428864
2873,323412480
2874,323420672
2875,323437056
2876,323445248
2877,323494400
2878,323486208
2879,323453440
2880,323396096
2881,323305984
2882,323289600
2883,323273216
2884,323232256
2885,323281408
2886,323215872
2887,323265024
2888,323281408
2889,323379712
2890,323396096
2891,323396096
2892,323412480
2893,323396096
2894,323396096
2895,323355136
2896,323371520
2897,323387904
2898,323412480
2899,323428864
2900,323461632
2901,323518976
2902,323609088
2903,323731968
2904,323920384
2905,324059648
2906,324280832
2907,324403712
2908,324559360
2909,324633088
2910,324674048
2911,324755968
2912,324837888
2913,324928000
2914,325108224
2915,325181952
2916,325321216
2917,325509632
2918,325657088
2919,325829120
2920,325911040
2921,326042112
2922,326132224
2923,326197760
2924,326255104
2925,326320640
2926,326386176
2927,326443520
2928,326500864
2929,326558208
2930,326558208
2931,326517248
2932,326468096
2933,326312448
2934,326124032
2935,325911040
2936,325739008
2937,325485056
2938,325313024
2939,325091840
2940,324870656
2941,324715008
2942,324542976
2943,324403712
2944,324289024
2945,324133376
2946,324051456
2947,323977728
2948,323936768
2949,323879424
2950,323805696
2951,323764736
2952,323691008
2953,323617280
2954,323592704
2955,323551744
2956,323535360
2957,323518976
2958,323502592
2959,323478016
2960,323478016
2961,323478016
2962,323502592
2963,323568128
2964,323600896
2965,323633664
2966,323723776
2967,323633664
2968,323633664
2969,323502592
2970,323428864
2971,323412480
2972,323355136
2973,323355136
2974,323338752
2975,323289600
2976,323305984
2977,323338752
2978,323379712
2979,323404288
2980,323404288
2981,323387904
2982,323387904
2983,323379712
2984,323371520
2985,323379712
2986,323396096
2987,323445248
2988,323478016
2989,323518976
2990,323535360
2991,323592704
2992,323617280
2993,323691008
2994,323781120
2995,323822080
2996,323863040
2997,323920384
2998,323854848
2999,323830272
3000,323707392
3001,323609088
3002,323609088
3003,323617280
3004,323658240
3005,323772928
3006,323830272
3007,323961344
3008,324116992
3009,324280832
3010,324411904
3011,324526592
3012,324690432
3013,324821504
3014,324944384
3015,325083648
3016,325231104
3017,325386752
3018,325534208
3019,325681664
3020,325812736
3021,325935616
3022,326050304
3023,326148608
3024,326271488
3025,326320640
3026,326402560
3027,326484480
3028,326500864
3029,326582784
3030,326590976
3031,326566400
3032,326509056
3033,326377984
3034,326214144
3035,326017536
3036,325779968
3037,325566976
3038,325378560
3039,325214720
3040,325091840
3041,324985344
3042,324854272
3043,324723200
3044,324551168
3045,324428288
3046,324313600
3047,324223488
3048,324125184
3049,324084224
3050,324026880
3051,323985920
3052,323961344
3053,323969536
3054,323928576
3055,323985920
3056,323977728
3057,323879424
3058,323830272
3059,323699200
3060,323658240
3061,323617280
3062,323559936
3063,323576320
3064,323535360
3065,323502592
3066,323518976
3067,323535360
3068,323559936
3069,323543552
3070,323535360
3071,323527168
3072,323510784
3073,323502592
3074,323494400
3075,323510784
3076,323527168
3077,323576320
3078,323584512
3079,323633664
3080,323633664
3081,323691008
3082,323756544
3083,323813888
3084,323846656
3085,323920384
3086,323863040
3087,323838464
3088,323731968
3089,323617280
3090,323600896
3091,323551744
3092,323486208
3093,323494400
3094,323420672
3095,323428864
3096,323445248
3097,323478016
3098,323502592
3099,323469824
3100,323486208
3101,323461632
3102,323428864
3103,323428864
3104,323428864
3105,323445248
3106,323502592
3107,323510784
3108,323510784
3109,323527168
3110,323609088
3111,323764736
3112,323830272
3113,323985920
3114,324182528
3115,324231680
3116,324395520
3117,324387328
3118,324411904
3119,324518400
3120,324542976
3121,324665856
3122,324731392
3123,324813312
3124,324936192
3125,325083648
3126,325222912
3127,325362176
3128,325485056
3129,325591552
3130,325689856
3131,325796352
3132,325886464
3133,326001152
3134,326115840
3135,326181376
3136,326279680
3137,326345216
3138,326369792
3139,326410752
3140,326459904
3141,326435328
3142,326427136
3143,326263296
3144,326009344
3145,325796352
3146,325550592
3147,325337600
3148,325190144
3149,325001728
3150,324919808
3151,324837888
3152,324747776
3153,324616704
3154,324510208
3155,324379136
3156,324248064
3157,324116992
3158,324043264
3159,323985920
3160,323961344
3161,323912192
3162,323887616
3163,323920384
3164,323822080
3165,323781120
3166,323699200
3167,323609088
3168,323592704
3169,323527168
3170,323486208
3171,323486208
3172,323428864
3173,323420672
3174,323445248
3175,323461632
3176,323453440
3177,323445248
3178,323437056
3179,323412480
3180,323379712
3181,323396096
3182,323379712
3183,323412480
3184,323437056
3185,323461632
3186,323486208
3187,323494400
3188,323527168
3189,323551744
3190,323609088
3191,323666432
3192,323748352
3193,323764736
3194,323822080
3195,323822080
3196,323764736
3197,323699200
3198,323559936
3199,323518976
3200,323469824
3201,323387904
3202,323387904
3203,323322368
3204,323314176
3205,323346944
3206,323363328
3207,323412480
3208,323371520
3209,323363328
3210,323355136
3211,323322368
3212,323338752
3213,323420672
3214,323510784
3215,323658240
3216,323822080
3217,323953152
3218,324084224
3219,324239872
3220,324428288
3221,324624896
3222,324796928
3223,324936192
3224,325173760
3225,325239296
3226,325427712
3227,325476864
3228,325550592
3229,325640704
3230,325698048
3231,325779968
3232,325853696
3233,325911040
3234,325992960
3235,326099456
3236,326181376
3237,326230528
3238,326287872
3239,326345216
3240,326361600
3241,326418944
3242,326418944
3243,326410752
3244,326337024
3245,326214144
3246,326017536
3247,325820928
3248,325599744
3249,325444096
3250,325272064
3251,325190144
3252,325173760
3253,325026304
3254,324911616
3255,324682240
3256,324485632
3257,324313600
3258,324166144
3259,324133376
3260,324035072
3261,323969536
3262,323895808
3263,323854848
3264,323797504
3265,323748352
3266,323699200
3267,323650048
3268,323617280
3269,323584512
3270,323551744
3271,323543552
3272,323527168
3273,323535360
3274,323518976
3275,323535360
3276,323576320
3277,323633664
3278,323658240
3279,323707392
3280,323723776
3281,323691008
3282,323650048
3283,323510784
3284,323461632
3285,323412480
3286,323371520
3287,323387904
3288,323330560
3289,323322368
3290,323346944
3291,323387904
3292,323412480
3293,323412480
3294,323404288
3295,323396096
3296,323387904
3297,323371520
3298,323355136
3299,323379712
3300,323428864
3301,323527168
3302,323641856
3303,323822080
3304,324002304
3305,324157952
3306,324370944
3307,324616704
3308,324755968
3309,324928000
3310,325018112
3311,325100032
3312,325247488
3313,325329408
3314,325517824
3315,325665280
3316,325763584
3317,325886464
3318,326017536
3319,326124032
3320,326205952
3321,326279680
3322,326353408
3323,326369792
3324,326361600
3325,326328832
3326,326230528
3327,326115840
3328,325943808
3329,325779968
3330,325657088
3331,325452288
3332,325272064
3333,325042688
3334,324813312
3335,324649472
3336,324461056
3337,324354560
3338,324264448
3339,324149760
3340,324067840
3341,324026880
3342,323969536
3343,323912192
3344,323854848
3345,323805696
3346,323756544
3347,323691008
3348,323658240
3349,323633664
3350,323633664
3351,323633664
3352,323691008
3353,323674624
3354,323707392
3355,323764736
3356,323682816
3357,323699200
3358,323584512
3359,323502592
3360,323494400
3361,323437056
3362,323437056
3363,323428864
3364,323404288
3365,323412480
3366,323461632
3367,323510784
3368,323518976
3369,323510784
3370,323518976
3371,323502592
3372,323469824
3373,323469824
3374,323486208
3375,323527168
3376,323617280
3377,323633664
3378,323666432
3379,323723776
3380,323650048
3381,323650048
3382,323559936
3383,323502592
3384,323494400
3385,323404288
3386,323461632
3387,323396096
3388,323445248
3389,323535360
3390,323674624
3391,323805696
3392,323912192
3393,324059648
3394,324207104
3395,324346368
3396,324477440
3397,324624896
3398,324780544
3399,324936192
3400,325083648
3401,325214720
3402,325353984
3403,325485056
3404,325657088
3405,325820928
3406,325927424
3407,326017536
3408,326156800
3409,326222336
3410,326312448
3411,326353408
3412,326386176
3413,326435328
3414,326459904
3415,326492672
3416,326541824
3417,326509056
3418,326492672
3419,326427136
3420,326328832
3421,326197760
3422,326033920
3423,325886464
3424,325714432
3425,325476864
3426,325263872
3427,325067264
3428,324895232
3429,324731392
3430,324567552
3431,324461056
3432,324321792
3433,324239872
3434,324182528
3435,324141568
3436,324133376
3437,324125184
3438,324100608
3439,324141568
3440,324051456
3441,323977728
3442,323871232
3443,323772928
3444,323740160
3445,323674624
3446,323617280
3447,323641856
3448,323559936
3449,323551744
3450,323568128
3451,323584512
3452,323592704
3453,323576320
3454,323568128
3455,323559936
3456,323543552
3457,323518976
3458,323527168
3459,323543552
3460,323551744
3461,323592704
3462,323609088
3463,323650048
3464,323666432
3465,323707392
3466,323748352
3467,323805696
3468,323895808
3469,323920384
3470,323961344
3471,324010496
3472,323895808
3473,323895808
3474,323756544
3475,323674624
3476,323658240
3477,323568128
3478,323535360
3479,323502592
3480,323461632
3481,323469824
3482,323494400
3483,323527168
3484,323543552
3485,323527168
3486,323535360
3487,323494400
3488,323494400
3489,323502592
3490,323486208
3491,323527168
3492,323551744
3493,323584512
3494,323592704
3495,323633664
3496,323650048
3497,323691008
3498,323731968
3499,323772928
3500,323854848
3501,323863040
3502,323920384
3503,324051456
3504,324076032
3505,324198912
3506,324207104
3507,324256256
3508,324362752
3509,324403712
3510,324534784
3511,324616704
3512,324723200
3513,324878848
3514,325026304
3515,325181952
3516,325313024
3517,325452288
3518,325599744
3519,325706240
3520,325812736
3521,325911040
3522,326017536
3523,326115840
3524,326197760
3525,326271488
3526,326328832
3527,326386176
3528,326410752
3529,326427136
3530,326394368
3531,326287872
3532,326132224
3533,325992960
3534,325779968
3535,325599744
3536,325329408
3537,325140992
3538,325042688
3539,324895232
3540,324821504
3541,324674048
3542,324542976
3543,324428288
3544,324346368
3545,324264448
3546,324166144
3547,324084224
3548,324035072
3549,323928576
3550,323863040
3551,323789312
3552,323756544
3553,323715584
3554,323691008
3555,323691008
3556,323666432
3557,323666432
3558,323707392
3559,323764736
3560,323740160
3561,323805696
3562,323830272
3563,323772928
3564,323723776
3565,323568128
3566,323551744
3567,323510784
3568,323453440
3569,323478016
3570,323420672
3571,323428864
3572,323445248
3573,323494400
3574,323527168
3575,323510784
3576,323518976
3577,323510784
3578,323494400
3579,323478016
3580,323478016
3581,323486208
3582,323518976
3583,323559936
3584,323600896
3585,323633664
3586,323650048
3587,323691008
3588,323756544
3589,323838464
3590,323871232
3591,323920384
3592,323977728
3593,323863040
3594,323879424
3595,323748352
3596,323666432
3597,323650048
3598,323584512
3599,323543552
3600,323527168
3601,323478016
3602,323486208
3603,323510784
3604,323559936
3605,323568128
3606,323543552
3607,323535360
3608,323535360
3609,323510784
3610,323510784
3611,323510784
3612,323543552
3613,323584512
3614,323592704
3615,323625472
3616,323625472
3617,323707392
3618,323781120
3619,323781120
3620,323838464
3621,323961344
3622,323994112
3623,324125184
3624,324084224
3625,324141568
3626,324248064
3627,324297216
3628,324436480
3629,324485632
3630,324592128
3631,324706816
3632,324878848
3633,325034496
3634,325116416
3635,325247488
3636,325403136
3637,325476864
3638,325599744
3639,325730816
3640,325861888
3641,325976576
3642,326099456
3643,326205952
3644,326320640
3645,326377984
3646,326443520
3647,326517248
3648,326574592
3649,326607360
3650,326574592
3651,326500864
3652,326369792
3653,326197760
3654,326042112
3655,325829120
3656,325607936
3657,325444096
3658,325313024
3659,325190144
3660,325050880
3661,324878848
3662,324739584
3663,324534784
3664,324395520
3665,324305408
3666,324231680
3667,324207104
3668,324133376
3669,324166144
3670,324133376
3671,324010496
3672,323920384
3673,323813888
3674,323756544
3675,323715584
3676,323641856
3677,323658240
3678,323592704
3679,323543552
3680,323543552
3681,323584512
3682,323584512
3683,323576320
3684,323543552
3685,323543552
3686,323518976
3687,323510784
3688,323461632
3689,323510784
3690,323535360
3691,323551744
3692,323584512
3693,323609088
3694,323617280
3695,323658240
3696,323715584
3697,323805696
3698,323838464
3699,323904000
3700,323977728
3701,323854848
3702,323854848
3703,323723776
3704,323625472
3705,323625472
3706,323551744
3707,323510784
3708,323494400
3709,323453440
3710,323453440
3711,323486208
3712,323527168
3713,323551744
3714,323543552
3715,323568128
3716,323535360
3717,323527168
3718,323527168
3719,323551744
3720,323576320
3721,323625472
3722,323650048
3723,323666432
3724,323699200
3725,323772928
3726,323822080
3727,323928576
3728,324116992
3729,324174336
3730,324321792
3731,324362752
3732,324370944
3733,324461056
3734,324510208
3735,324600320
3736,324715008
3737,324813312
3738,324936192
3739,325083648
3740,325239296
3741,325370368
3742,325501440
3743,325648896
3744,325763584
3745,325894656
3746,326017536
3747,326148608
3748,326255104
3749,326353408
3750,326443520
3751,326484480
3752,326525440
3753,326615552
3754,326656512
3755,326705664
3756,326713856
3757,326713856
3758,326664704
3759,326550016
3760,326418944
3761,326205952
3762,325992960
3763,325812736
3764,325632512
3765,325452288
3766,325313024
3767,325190144
3768,325026304
3769,324829696
3770,324657664
3771,324534784
3772,324436480
3773,324338176
3774,324297216
3775,324305408
3776,324166144
3777,324100608
3778,323961344
3779,323863040
3780,323822080
3781,323756544
3782,323723776
3783,323674624
3784,323609088
3785,323584512
3786,323576320
3787,323568128
3788,323543552
3789,323527168
3790,323510784
3791,323469824
3792,323453440
3793,323445248
3794,323437056
3795,323461632
3796,323478016
3797,323469824
3798,323494400
3799,323510784
3800,323543552
3801,323584512
3802,323658240
3803,323723776
3804,323764736
3805,323838464
3806,323781120
3807,323764736
3808,323658240
3809,323535360
3810,323502592
3811,323453440
3812,323396096
3813,323396096
3814,323322368
3815,323322368
3816,323363328
3817,323412480
3818,323428864
3819,323428864
3820,323437056
3821,323428864
3822,323412480
3823,323412480
3824,323363328
3825,323420672
3826,323428864
3827,323461632
3828,323527168
3829,323625472
3830,323748352
3831,323920384
3832,324108800
3833,324297216
3834,324502016
3835,324690432
3836,324887040
3837,324968960
3838,325108224
3839,325157376
3840,325231104
3841,325329408
3842,325394944
3843,325517824
3844,325657088
3845,325739008
3846,325911040
3847,326091264
3848,326222336
3849,326337024
3850,326418944
3851,326492672
3852,326533632
3853,326631936
3854,326697472
3855,326746624
3856,326828544
3857,326902272
3858,326959616
3859,326976000
3860,326943232
3861,326844928
3862,326730240
3863,326525440
3864,326287872
3865,325894656
3866,325558784
3867,325321216
3868,325157376
3869,325100032
3870,324936192
3871,324846080
3872,324731392
3873,324616704
3874,324502016
3875,324395520
3876,324305408
3877,324239872
3878,324149760
3879,324076032
3880,324018688
3881,323977728
3882,323953152
3883,323887616
3884,323895808
3885,323928576
3886,323838464
3887,323813888
3888,323691008
3889,323641856
3890,323609088
3891,323543552
3892,323510784
3893,323527168
3894,323478016
3895,323486208
3896,323510784
3897,323551744
3898,323551744
3899,323543552
3900,323535360
3901,323518976
3902,323494400
3903,323486208
3904,323502592
3905,323518976
3906,323535360
3907,323576320
3908,323600896
3909,323633664
3910,323691008
3911,323789312
3912,323813888
3913,323871232
3914,323936768
3915,323912192
3916,324018688
3917,324018688
3918,324084224
3919,324166144
3920,324248064
3921,324420096
3922,324526592
3923,324657664
3924,324829696
3925,325026304
3926,325222912
3927,325378560
3928,325550592
3929,325730816
3930,325886464
3931,326025728
3932,326156800
3933,326320640
3934,326443520
3935,326533632
3936,326631936
3937,326697472
3938,326787584
3939,326861312
3940,326935040
3941,326984192
3942,327074304
3943,327066112
3944,327057920
3945,326918656
3946,326681088
3947,326451712
3948,326156800
3949,325927424
3950,325681664
3951,325460480
3952,325345792
3953,325231104
3954,325132800
3955,324985344
3956,324862464
3957,324739584
3958,324624896
3959,324485632
3960,324370944
3961,324313600
3962,324272640
3963,324207104
3964,324198912
3965,324125184
3966,324116992
3967,324125184
3968,324035072
3969,323969536
3970,323879424
3971,323813888
3972,323740160
3973,323658240
3974,323674624
3975,323641856
3976,323592704
3977,323600896
3978,323617280
3979,323617280
3980,323609088
3981,323600896
3982,323584512
3983,323568128
3984,323543552
3985,323559936
3986,323568128
3987,323568128
3988,323609088
3989,323625472
3990,323658240
3991,323674624
3992,323715584
3993,323756544
3994,323813888
3995,323863040
3996,323944960
3997,323961344
3998,324035072
3999,323977728
4000,323944960
4001,323846656
4002,323707392
4003,323666432
4004,323600896
4005,323535360
4006,323502592
4007,323453440
4008,323420672
4009,323461632
4010,323535360
4011,323625472
4012,323707392
4013,323846656
4014,323936768
4015,324051456
4016,324149760
4017,324272640
4018,324436480
4019,324575744
4020,324739584
4021,324895232
4022,325050880
4023,325190144
4024,325353984
4025,325566976
4026,325698048
4027,325870080
4028,326074880
4029,326132224
4030,326287872
4031,326353408
4032,326394368
4033,326435328
4034,326484480
4035,326541824
4036,326574592
4037,326533632
4038,326492672
4039,326402560
4040,326238720
4041,326001152
4042,325763584
4043,325542400
4044,325345792
4045,325173760
4046,325042688
4047,324928000
4048,324796928
4049,324674048
4050,324567552
4051,324452864
4052,324370944
4053,324338176
4054,324289024
4055,324305408
4056,324338176
4057,324215296
4058,324108800
4059,323969536
4060,323830272
4061,323764736
4062,323699200
4063,323650048
4064,323617280
4065,323576320
4066,323568128
4067,323568128
4068,323576320
4069,323543552
4070,323543552
4071,323551744
4072,323502592
4073,323486208
4074,323478016
4075,323478016
4076,323502592
4077,323518976
4078,323551744
4079,323559936
4080,323617280
4081,323666432
4082,323731968
4083,323781120
4084,323838464
4085,323805696
4086,323805696
4087,323699200
4088,323584512
4089,323559936
4090,323486208
4091,323445248
4092,323428864
4093,323379712
4094,323404288
4095,323494400
4096,323592704
4097,323748352
4098,323863040
4099,324018688
4100,324133376
4101,324231680
4102,324362752
4103,324510208
4104,324633088
4105,324821504
4106,324960768
4107,325124608
4108,325272064
4109,325460480
4110,325632512
4111,325779968
4112,325984768
4113,326124032
4114,326287872
4115,326386176
4116,326386176
4117,326410752
4118,326369792
4119,326296064
4120,326148608
4121,325902848
4122,325706240
4123,325526016
4124,325386752
4125,325239296
4126,325091840
4127,324993536
4128,324870656
4129,324723200
4130,324575744
4131,324428288
4132,324321792
4133,324223488
4134,324157952
